date,close,volume,day,macd,macds,macdh,rsv_9,kdjk_9,kdjk,kdjd_9,kdjd,kdjj_9,kdjj,rs_14,rsi_14,rsi,close_50_sma,ma50,close_200_sma,ma200,vix,TLT,IEF,SHY,interest_rates,benz_rate
2020-10-21,330.149,63575000.0,2.0,2.638,2.616,0.023,-83.903,-50.509,-50.509,-21.359,-21.359,-108.808,-108.808,1.113,52.672,52.672,326.695,326.695,298.453,298.453,28.65,158.7,120.63,86.43,0.09,6.944
2020-10-22,331.96,55399300.0,3.0,2.524,2.597,-0.073,-64.993,-55.337,-55.337,-32.685,-32.685,-100.641,-100.641,1.215,54.851,54.851,326.859,326.859,298.572,298.572,28.11,157.05,120.21,86.4,0.09,5.2
2020-10-23,333.087,49143900.0,4.0,2.496,2.577,-0.081,-63.981,-58.218,-58.218,-41.196,-41.196,-92.263,-92.263,1.283,56.202,56.202,327.057,327.057,298.687,298.687,27.55,158.01,120.38,86.41,0.09,5.714
2020-10-26,326.932,91473000.0,0.0,1.955,2.453,-0.498,-53.268,-56.568,-56.568,-46.32,-46.32,-77.064,-77.064,0.915,47.79,47.79,327.132,327.132,298.775,298.775,32.46,159.48,120.7,86.42,0.09,5.833
2020-10-27,325.805,65994100.0,1.0,1.418,2.246,-0.827,-64.871,-59.336,-59.336,-50.659,-50.659,-76.69,-76.69,0.866,46.42,46.42,327.164,327.164,298.847,298.847,33.35,160.55,120.97,86.42,0.09,7.546
2020-10-28,314.669,127094300.0,2.0,0.093,1.815,-1.722,-46.551,-55.074,-55.074,-52.131,-52.131,-60.961,-60.961,0.552,35.57,35.57,326.959,326.959,298.865,298.865,40.28,160.7,120.96,86.42,0.09,6.529
2020-10-29,317.867,90597700.0,3.0,-0.69,1.314,-2.005,-29.796,-46.648,-46.648,-50.303,-50.303,-39.338,-39.338,0.664,39.914,39.914,326.845,326.845,298.896,298.896,37.59,159.14,120.45,86.44,0.09,7.167
2020-10-30,314.554,120287300.0,4.0,-1.561,0.739,-2.3,-33.14,-42.145,-42.145,-47.584,-47.584,-31.268,-31.268,0.59,37.121,37.121,326.645,326.645,298.898,298.898,38.02,157.57,120.06,86.43,0.09,6.471
2020-11-02,318.079,86068300.0,0.0,-1.944,0.202,-2.147,-19.327,-34.539,-34.539,-43.236,-43.236,-17.147,-17.147,0.718,41.788,41.788,326.493,326.493,298.912,298.912,37.13,158.58,120.19,86.39,0.09,5.278
2020-11-03,323.695,93294200.0,1.0,-1.774,-0.193,-1.581,4.683,-21.465,-21.465,-35.979,-35.979,7.562,7.562,0.937,48.362,48.362,326.386,326.386,298.957,298.957,35.55,157.66,119.92,86.37,0.09,5.375
2020-11-04,330.93,126959700.0,2.0,-1.044,-0.363,-0.681,32.871,-3.353,-3.353,-25.104,-25.104,40.148,40.148,1.24,55.356,55.356,326.401,326.401,299.039,299.039,29.57,161.08,120.93,86.39,0.09,8.0
2020-11-05,337.384,82039700.0,3.0,0.056,-0.279,0.335,49.962,14.419,14.419,-11.93,-11.93,67.115,67.115,1.531,60.497,60.497,326.48,326.48,299.15,299.15,27.58,161.36,120.91,86.37,0.09,8.454
2020-11-06,337.307,74973000.0,4.0,0.91,-0.041,0.951,49.701,26.18,26.18,0.774,0.774,76.992,76.992,1.526,60.407,60.407,326.542,326.542,299.276,299.276,24.86,159.41,120.5,86.38,0.09,8.4
2020-11-09,341.545,172304200.0,0.0,1.907,0.348,1.559,45.345,32.568,32.568,11.372,11.372,74.961,74.961,1.747,63.595,63.595,326.645,326.645,299.447,299.447,25.75,156.06,119.61,86.35,0.09,7.625
2020-11-10,341.044,85552000.0,1.0,2.626,0.804,1.823,44.146,36.427,36.427,19.724,19.724,69.835,69.835,1.699,62.95,62.95,326.763,326.763,299.6,299.6,24.8,155.16,119.27,86.34,0.09,7.143
2020-11-11,343.578,58649000.0,2.0,3.362,1.316,2.047,50.21,41.022,41.022,26.823,26.823,69.419,69.419,1.848,64.89,64.89,326.869,326.869,299.767,299.767,23.45,155.72,119.46,86.32,0.09,5.818
2020-11-12,340.245,67546200.0,3.0,3.635,1.779,1.855,35.015,39.019,39.019,30.888,30.888,55.282,55.282,1.526,60.409,60.409,326.81,326.81,299.913,299.913,25.35,158.37,120.14,86.33,0.09,7.125
2020-11-13,344.955,62892200.0,4.0,4.182,2.26,1.922,43.019,40.353,40.353,34.043,34.043,52.972,52.972,1.791,64.174,64.174,327.081,327.081,300.11,300.11,23.1,158.16,119.98,86.33,0.09,7.5
2020-11-16,349.261,74541100.0,0.0,4.907,2.79,2.118,39.012,39.906,39.906,35.997,35.997,47.723,47.723,2.053,67.242,67.242,327.493,327.493,300.317,300.317,22.45,157.78,119.89,86.35,0.09,7.879
2020-11-17,347.383,66111000.0,1.0,5.27,3.286,1.984,-1.598,26.071,26.071,32.689,32.689,12.837,12.837,1.828,64.642,64.642,328.046,328.046,300.492,300.492,22.71,158.81,120.2,86.34,0.09,6.737
2020-11-18,343.202,70591300.0,2.0,5.16,3.66,1.499,-26.587,8.519,8.519,24.632,24.632,-23.708,-23.708,1.449,59.159,59.159,328.39,328.39,300.627,300.627,23.84,159.27,120.16,86.34,0.09,7.167
2020-11-19,344.647,59940900.0,3.0,5.13,3.954,1.176,-42.272,-8.412,-8.412,13.618,13.618,-52.47,-52.47,1.526,60.409,60.409,328.876,328.876,300.764,300.764,23.11,160.09,120.29,86.36,0.09,6.833
2020-11-20,342.287,70417300.0,4.0,4.86,4.136,0.725,-67.019,-27.947,-27.947,-0.237,-0.237,-83.367,-83.367,1.343,57.323,57.323,329.311,329.311,300.899,300.899,23.7,161.51,120.5,86.37,0.09,7.286
2020-11-23,344.339,63230600.0,0.0,4.757,4.26,0.497,-60.081,-38.659,-38.659,-13.044,-13.044,-89.887,-89.887,1.455,59.271,59.271,329.703,329.703,301.031,301.031,22.66,160.77,120.26,86.37,0.09,4.905
2020-11-24,349.887,62415900.0,1.0,5.065,4.421,0.644,-10.938,-29.418,-29.418,-18.502,-18.502,-51.25,-51.25,1.782,64.05,64.05,330.174,330.174,301.189,301.189,21.64,159.17,120.07,86.38,0.09,8.0
2020-11-25,349.348,45330900.0,2.0,5.205,4.578,0.627,-49.712,-36.183,-36.183,-24.396,-24.396,-59.757,-59.757,1.723,63.272,63.272,330.659,330.659,301.333,301.333,21.25,158.68,120.11,86.39,0.09,7.429
2020-11-27,350.321,28514100.0,4.0,5.333,4.729,0.604,-38.178,-36.848,-36.848,-28.547,-28.547,-53.451,-53.451,1.787,64.118,64.118,331.221,331.221,301.484,301.484,20.84,160.22,120.47,86.39,0.09,6.0
2020-11-30,348.77,83872700.0,0.0,5.249,4.833,0.416,-53.641,-42.446,-42.446,-33.18,-33.18,-60.978,-60.978,1.61,61.68,61.68,331.826,331.826,301.625,301.625,20.57,160.02,120.39,86.41,0.09,7.533
2020-12-01,352.584,74231400.0,1.0,5.428,4.952,0.476,-11.571,-32.154,-32.154,-32.838,-32.838,-30.787,-30.787,1.872,65.186,65.186,332.578,332.578,301.789,301.789,20.77,157.5,119.67,86.33,0.09,7.5
2020-12-02,353.326,45927000.0,2.0,5.565,5.075,0.491,-6.088,-23.465,-23.465,-29.714,-29.714,-10.969,-10.969,1.927,65.841,65.841,333.281,333.281,301.949,301.949,21.17,156.25,119.47,86.35,0.09,6.5
2020-12-03,353.23,62882000.0,3.0,5.601,5.18,0.422,-12.313,-19.748,-19.748,-26.392,-26.392,-6.46,-6.46,1.913,65.668,65.668,334.13,334.13,302.115,302.115,21.28,157.51,119.79,86.37,0.09,6.706
2020-12-04,356.274,50749900.0,4.0,5.809,5.306,0.503,9.372,-10.041,-10.041,-20.942,-20.942,11.759,11.759,2.173,68.481,68.481,335.023,335.023,302.313,302.313,20.79,155.2,119.32,86.36,0.09,7.4
2020-12-07,355.542,48944300.0,0.0,5.847,5.414,0.433,-33.973,-18.018,-18.018,-19.967,-19.967,-14.121,-14.121,2.036,67.058,67.058,335.801,335.801,302.56,302.56,21.3,156.6,119.69,86.38,0.09,7.324
2020-12-08,356.582,42458900.0,1.0,5.893,5.51,0.383,-22.29,-19.442,-19.442,-19.792,-19.792,-18.742,-18.742,2.132,68.074,68.074,336.494,336.494,302.858,302.858,20.68,157.34,119.81,86.36,0.09,6.0
2020-12-09,353.384,74098300.0,2.0,5.607,5.529,0.078,-48.704,-29.196,-29.196,-22.927,-22.927,-41.735,-41.735,1.616,61.77,61.77,337.158,337.158,303.146,303.146,22.27,156.82,119.64,86.35,0.09,6.6
2020-12-10,353.268,57735400.0,3.0,5.31,5.485,-0.176,-49.676,-36.023,-36.023,-27.292,-27.292,-53.484,-53.484,1.601,61.549,61.549,337.772,337.772,303.5,303.5,22.52,158.21,119.91,86.37,0.09,6.8
2020-12-11,352.854,57698600.0,4.0,4.983,5.385,-0.402,-133.579,-68.542,-68.542,-41.042,-41.042,-123.541,-123.541,1.545,60.707,60.707,338.335,338.335,303.857,303.857,23.31,158.77,120.15,86.42,0.09,7.5
2020-12-14,351.274,69216200.0,0.0,4.545,5.217,-0.672,-153.86,-96.981,-96.981,-59.688,-59.688,-171.566,-171.566,1.352,57.48,57.48,338.929,338.929,304.146,304.146,24.72,158.33,120.08,86.41,0.09,6.75
2020-12-15,356.023,63865300.0,1.0,4.528,5.079,-0.551,-92.896,-95.619,-95.619,-71.665,-71.665,-143.528,-143.528,1.757,63.723,63.723,339.504,339.504,304.501,304.501,22.89,157.8,119.96,86.41,0.09,5.812
2020-12-16,356.582,58420500.0,2.0,4.508,4.965,-0.457,-84.53,-91.923,-91.923,-78.418,-78.418,-118.933,-118.933,1.808,64.386,64.386,340.183,340.183,304.798,304.798,22.5,157.38,119.86,86.41,0.09,7.2
2020-12-17,358.576,64119500.0,3.0,4.6,4.892,-0.292,-50.912,-78.253,-78.253,-78.363,-78.363,-78.032,-78.032,2.005,66.721,66.721,340.789,340.789,305.155,305.155,21.93,156.8,119.7,86.38,0.09,5.571
2020-12-18,357.144,136542300.0,4.0,4.505,4.815,-0.309,-66.474,-74.326,-74.326,-77.017,-77.017,-68.944,-68.944,1.74,63.501,63.501,341.309,341.309,305.528,305.528,21.57,156.33,119.6,86.37,0.09,6.0
2020-12-21,355.867,96386700.0,0.0,4.278,4.707,-0.429,-37.508,-62.054,-62.054,-72.029,-72.029,-42.102,-42.102,1.544,60.687,60.687,341.744,341.744,306.005,306.005,25.16,156.95,119.68,86.37,0.09,6.023
2020-12-22,355.268,47949000.0,1.0,4.003,4.567,-0.563,-41.159,-55.089,-55.089,-66.382,-66.382,-32.501,-32.501,1.46,59.357,59.357,342.059,342.059,306.412,306.412,24.23,157.76,119.88,86.37,0.09,8.333
2020-12-23,355.587,46201400.0,2.0,3.768,4.407,-0.639,-39.215,-49.798,-49.798,-60.854,-60.854,-27.684,-27.684,1.491,59.861,59.861,342.425,342.425,306.887,306.887,23.31,156.67,119.63,86.39,0.09,7.0
2020-12-24,356.97,26457900.0,3.0,3.651,4.256,-0.605,-30.796,-43.464,-43.464,-55.057,-55.057,-20.276,-20.276,1.636,62.058,62.058,342.862,342.862,307.494,307.494,21.53,157.29,119.8,86.37,0.09,7.0
2020-12-28,360.037,39000400.0,0.0,3.763,4.157,-0.395,-12.131,-33.019,-33.019,-47.711,-47.711,-3.635,-3.635,1.98,66.444,66.444,343.368,343.368,308.015,308.015,21.7,157.36,119.81,86.38,0.09,5.833
2020-12-29,359.35,53680500.0,1.0,3.752,4.076,-0.324,-16.311,-27.45,-27.45,-40.958,-40.958,-0.435,-0.435,1.828,64.642,64.642,343.864,343.864,308.673,308.673,23.08,157.16,119.79,86.38,0.09,7.75
2020-12-30,359.863,49455300.0,2.0,3.742,4.009,-0.267,-13.191,-22.697,-22.697,-34.871,-34.871,1.651,1.651,1.89,65.396,65.396,344.472,344.472,309.272,309.272,22.77,157.5,119.87,86.39,0.09,8.25
2020-12-31,361.691,78520700.0,3.0,3.837,3.975,-0.137,-2.062,-15.819,-15.819,-28.52,-28.52,9.584,9.584,2.127,68.017,68.017,345.09,345.09,309.941,309.941,22.75,157.73,119.95,86.38,0.09,7.0
2021-01-04,356.767,110210800.0,0.0,3.476,3.875,-0.399,-32.032,-21.223,-21.223,-26.088,-26.088,-11.494,-11.494,1.261,55.767,55.767,345.623,345.623,310.583,310.583,26.97,157.54,119.98,86.39,0.09,7.4
2021-01-05,359.224,66426200.0,1.0,3.349,3.77,-0.421,-52.641,-31.696,-31.696,-27.957,-27.957,-39.173,-39.173,1.48,59.67,59.67,346.168,346.168,311.286,311.286,25.34,156.37,119.7,86.39,0.09,6.454
2021-01-06,361.372,107997700.0,2.0,3.382,3.692,-0.31,-28.356,-30.582,-30.582,-28.832,-28.832,-34.083,-34.083,1.686,62.763,62.763,346.733,346.733,312.028,312.028,25.07,153.16,119.0,86.34,0.09,8.0
2021-01-07,366.741,68766800.0,3.0,3.798,3.713,0.085,12.739,-16.142,-16.142,-24.602,-24.602,0.778,0.778,2.24,69.136,69.136,347.53,347.53,312.7,312.7,22.37,151.81,118.58,86.36,0.09,7.462
2021-01-08,368.831,71677200.0,4.0,4.248,3.82,0.427,24.059,-2.742,-2.742,-17.315,-17.315,26.406,26.406,2.472,71.202,71.202,348.39,348.39,313.366,313.366,21.56,151.32,118.24,86.35,0.09,7.727
2021-01-11,366.344,51034700.0,0.0,4.353,3.927,0.426,9.145,1.22,1.22,-11.137,-11.137,25.935,25.935,1.905,65.578,65.578,349.424,349.424,313.95,313.95,24.08,151.07,118.01,86.34,0.09,6.098
2021-01-12,366.422,52547700.0,1.0,4.392,4.02,0.372,9.609,4.017,4.017,-6.086,-6.086,24.221,24.221,1.913,65.669,65.669,350.395,350.395,314.572,314.572,23.33,150.95,117.99,86.34,0.09,7.5
2021-01-13,367.409,45303600.0,2.0,4.451,4.106,0.345,15.528,7.854,7.854,-1.439,-1.439,26.439,26.439,2.018,66.87,66.87,351.452,351.452,315.159,315.159,22.21,152.65,118.4,86.33,0.09,7.308
2021-01-14,366.122,49989100.0,3.0,4.345,4.154,0.191,7.81,7.839,7.839,1.654,1.654,20.21,20.21,1.758,63.738,63.738,352.413,352.413,315.759,315.759,23.25,151.22,118.13,86.34,0.09,7.286
2021-01-15,363.452,107160000.0,4.0,3.998,4.123,-0.124,-34.212,-6.178,-6.178,-0.957,-0.957,-16.62,-16.62,1.364,57.699,57.699,353.208,353.208,316.4,316.4,24.34,151.82,118.45,86.35,0.09,5.688
2021-01-19,366.306,51233300.0,1.0,3.909,4.08,-0.171,-22.751,-11.703,-11.703,-4.539,-4.539,-26.03,-26.03,1.622,61.859,61.859,353.915,353.915,317.029,317.029,23.24,152.31,118.52,86.38,0.09,6.667
2021-01-20,371.375,61836100.0,2.0,4.199,4.104,0.095,-20.966,-14.79,-14.79,-7.956,-7.956,-28.459,-28.459,2.115,67.898,67.898,354.595,354.595,317.7,317.7,21.58,152.46,118.57,86.37,0.09,7.333
2021-01-21,371.713,47840100.0,3.0,4.405,4.164,0.241,-17.658,-15.746,-15.746,-10.553,-10.553,-26.133,-26.133,2.151,68.259,68.259,355.283,355.283,318.294,318.294,21.32,151.39,118.4,86.38,0.09,7.0
2021-01-22,370.398,52860500.0,4.0,4.412,4.214,0.198,-29.353,-20.282,-20.282,-13.796,-13.796,-33.254,-33.254,1.873,65.187,65.187,355.86,355.86,318.88,318.88,21.91,151.88,118.58,86.38,0.09,6.125
2021-01-25,371.859,70402000.0,0.0,4.483,4.268,0.216,-16.368,-18.977,-18.977,-15.523,-15.523,-25.886,-25.886,2.027,66.965,66.965,356.477,356.477,319.43,319.43,23.19,153.67,119.06,86.39,0.09,8.067
2021-01-26,371.278,42665300.0,1.0,4.442,4.302,0.139,-19.933,-19.296,-19.296,-16.781,-16.781,-24.327,-24.327,1.901,65.533,65.533,357.031,357.031,319.958,319.958,23.02,153.38,119.02,86.38,0.09,6.954
2021-01-27,362.204,123351100.0,2.0,3.635,4.169,-0.534,-70.854,-36.482,-36.482,-23.348,-23.348,-62.75,-62.75,0.93,48.186,48.186,357.47,357.47,320.452,320.452,37.21,153.77,119.16,86.38,0.09,7.722
2021-01-28,365.319,94198100.0,3.0,3.209,3.977,-0.767,-48.346,-40.436,-40.436,-29.044,-29.044,-63.221,-63.221,1.119,52.805,52.805,357.877,357.877,320.923,320.923,30.21,152.92,118.85,86.37,0.09,7.077
2021-01-29,358.005,126765100.0,4.0,2.256,3.633,-1.376,-58.388,-46.42,-46.42,-34.836,-34.836,-69.589,-69.589,0.757,43.093,43.093,358.052,358.052,321.387,321.387,33.09,152.0,118.64,86.4,0.09,6.167
2021-02-01,363.965,75817600.0,0.0,1.959,3.298,-1.339,-24.49,-39.11,-39.11,-36.261,-36.261,-44.809,-44.809,1.041,51.001,51.001,358.384,358.384,321.873,321.873,30.24,152.0,118.71,86.38,0.08,7.444
2021-02-02,369.111,64450700.0,1.0,2.115,3.061,-0.947,4.785,-24.479,-24.479,-32.333,-32.333,-8.769,-8.769,1.305,56.609,56.609,358.902,358.902,322.35,322.35,25.56,151.02,118.41,86.35,0.08,6.667
2021-02-03,369.401,52427100.0,2.0,2.236,2.896,-0.661,6.435,-14.174,-14.174,-26.28,-26.28,10.039,10.039,1.321,56.908,56.908,359.397,359.397,322.852,322.852,22.91,149.68,118.12,86.36,0.08,7.769
2021-02-04,373.6,47142600.0,3.0,2.64,2.845,-0.205,29.66,0.437,0.437,-17.374,-17.374,36.061,36.061,1.57,61.092,61.092,360.023,360.023,323.416,323.416,21.77,149.28,118.08,86.36,0.08,6.75
2021-02-05,375.07,48669800.0,4.0,3.044,2.885,0.159,33.665,11.513,11.513,-7.745,-7.745,50.03,50.03,1.664,62.467,62.467,360.638,360.638,323.958,323.958,20.87,148.03,117.83,86.38,0.08,7.636
2021-02-08,377.779,38365200.0,0.0,3.541,3.016,0.525,42.661,21.896,21.896,2.135,2.135,61.417,61.417,1.851,64.925,64.925,361.196,361.196,324.514,324.514,21.24,148.68,117.88,86.37,0.08,6.867
2021-02-09,377.528,35551100.0,1.0,3.871,3.187,0.684,40.926,28.239,28.239,10.836,10.836,63.045,63.045,1.817,64.503,64.503,361.759,361.759,325.05,325.05,21.63,148.79,117.97,86.35,0.08,7.714
2021-02-10,377.363,59154400.0,2.0,4.072,3.364,0.708,37.872,31.45,31.45,17.708,17.708,58.935,58.935,1.794,64.208,64.208,362.3,362.3,325.566,325.566,21.99,149.78,118.27,86.36,0.08,7.714
2021-02-11,377.973,42913300.0,3.0,4.232,3.538,0.694,34.669,32.523,32.523,22.646,22.646,52.277,52.277,1.845,64.848,64.848,362.884,362.884,326.091,326.091,21.25,148.96,118.18,86.36,0.08,7.889
2021-02-12,379.84,50593300.0,4.0,4.457,3.722,0.736,21.228,28.758,28.758,24.683,24.683,36.907,36.907,2.013,66.806,66.806,363.429,363.429,326.59,326.59,19.97,147.11,117.79,86.37,0.08,6.714
2021-02-16,379.511,50972400.0,1.0,4.557,3.889,0.669,-7.08,16.812,16.812,22.06,22.06,6.317,6.317,1.951,66.108,66.108,363.953,363.953,327.1,327.1,21.46,144.87,116.94,86.34,0.08,7.226
2021-02-17,379.598,52290600.0,2.0,4.591,4.029,0.562,-19.444,4.727,4.727,16.282,16.282,-18.384,-18.384,1.959,66.208,66.208,364.48,364.48,327.647,327.647,21.5,145.79,117.02,86.36,0.08,7.714
2021-02-18,377.982,59712800.0,3.0,4.436,4.11,0.325,-101.592,-30.713,-30.713,0.617,0.617,-93.373,-93.373,1.666,62.497,62.497,364.914,364.914,328.183,328.183,22.49,145.2,117.01,86.36,0.08,6.0
2021-02-19,377.315,83241000.0,4.0,4.21,4.13,0.08,-152.704,-71.377,-71.377,-23.381,-23.381,-167.368,-167.368,1.563,60.976,60.976,365.35,365.35,328.702,328.702,22.05,143.27,116.54,86.37,0.08,7.333
2021-02-22,374.412,67414200.0,0.0,3.754,4.055,-0.301,-165.915,-102.889,-102.889,-49.884,-49.884,-208.901,-208.901,1.209,54.739,54.739,365.707,365.707,329.217,329.217,23.45,142.18,116.35,86.35,0.08,6.2
2021-02-23,374.867,107284100.0,1.0,3.39,3.922,-0.532,-38.174,-81.318,-81.318,-60.362,-60.362,-123.229,-123.229,1.248,55.507,55.507,366.136,366.136,329.717,329.717,23.11,141.77,116.44,86.36,0.08,5.6
2021-02-24,378.998,72433900.0,2.0,3.396,3.817,-0.421,-8.605,-57.08,-57.08,-59.268,-59.268,-52.704,-52.704,1.621,61.841,61.841,366.651,366.651,330.215,330.215,21.34,140.84,116.28,86.34,0.08,8.273
2021-02-25,369.866,146670500.0,3.0,2.634,3.58,-0.947,-73.975,-62.712,-62.712,-60.416,-60.416,-67.304,-67.304,0.858,46.187,46.187,366.991,366.991,330.668,330.668,28.89,138.54,114.73,86.21,0.08,7.818
2021-02-26,367.96,152701600.0,4.0,1.854,3.235,-1.381,-64.429,-63.284,-63.284,-61.372,-61.372,-67.109,-67.109,0.776,43.701,43.701,367.325,367.325,331.138,331.138,27.95,143.12,115.76,86.32,0.08,6.4
2021-03-01,376.879,105348800.0,0.0,1.934,2.975,-1.041,-9.36,-45.31,-45.31,-56.018,-56.018,-23.893,-23.893,1.258,55.715,55.715,367.742,367.742,331.678,331.678,23.35,141.06,115.56,86.29,0.07,8.088
2021-03-02,373.939,79595300.0,1.0,1.739,2.728,-0.988,-30.329,-40.316,-40.316,-50.784,-50.784,-19.38,-19.38,1.074,51.791,51.791,368.089,368.089,332.186,332.186,24.1,141.07,115.77,86.31,0.07,7.643
2021-03-03,368.985,119940200.0,2.0,1.172,2.417,-1.244,-65.333,-48.655,-48.655,-50.074,-50.074,-45.817,-45.817,0.849,45.924,45.924,368.297,368.297,332.664,332.664,26.67,139.54,115.15,86.26,0.07,7.0
2021-03-04,364.419,183433000.0,3.0,0.35,2.003,-1.653,-36.662,-44.657,-44.657,-48.269,-48.269,-37.435,-37.435,0.703,41.281,41.281,368.443,368.443,333.077,333.077,28.57,138.64,114.58,86.26,0.07,7.083
2021-03-05,371.123,152039600.0,4.0,0.237,1.65,-1.413,-3.718,-31.011,-31.011,-42.516,-42.516,-8.001,-8.001,0.975,49.374,49.374,368.748,368.748,333.538,333.538,24.66,138.91,114.42,86.26,0.07,6.454
2021-03-08,369.276,123149200.0,0.0,-0.001,1.32,-1.321,-12.798,-24.94,-24.94,-36.657,-36.657,-1.505,-1.505,0.902,47.433,47.433,369.028,369.028,333.966,333.966,25.47,137.83,113.97,86.23,0.07,4.944
2021-03-09,374.548,113633600.0,1.0,0.232,1.102,-0.87,13.34,-12.18,-12.18,-28.498,-28.498,20.456,20.456,1.132,53.097,53.097,369.407,369.407,334.431,334.431,24.03,139.74,114.51,86.23,0.07,6.75
2021-03-10,376.879,109899400.0,2.0,0.598,1.002,-0.403,25.611,0.417,0.417,-18.86,-18.86,38.971,38.971,1.241,55.387,55.387,369.805,369.805,334.904,334.904,22.56,140.02,114.75,86.26,0.07,7.238
2021-03-11,380.701,86245000.0,3.0,1.183,1.038,0.145,37.108,12.647,12.647,-8.358,-8.358,54.657,54.657,1.435,58.925,58.925,370.219,370.219,335.379,335.379,21.91,139.01,114.71,86.26,0.07,7.692
2021-03-12,381.213,64653600.0,4.0,1.669,1.164,0.505,39.265,21.52,21.52,1.602,1.602,61.356,61.356,1.462,59.391,59.391,370.656,370.656,335.835,335.835,20.69,136.06,113.88,86.25,0.07,6.7
2021-03-15,383.487,73427200.0,0.0,2.212,1.374,0.838,46.782,29.941,29.941,11.048,11.048,67.726,67.726,1.596,61.475,61.475,371.128,371.128,336.306,336.306,20.03,136.86,114.02,86.26,0.07,6.194
2021-03-16,383.003,73722500.0,1.0,2.574,1.614,0.96,42.863,34.248,34.248,18.781,18.781,65.182,65.182,1.548,60.76,60.76,371.555,371.555,336.767,336.767,19.79,136.31,114.0,86.26,0.07,6.842
2021-03-17,384.309,97959300.0,2.0,2.932,1.877,1.054,45.797,38.098,38.098,25.22,25.22,63.853,63.853,1.635,62.043,62.043,372.105,372.105,337.229,337.229,19.23,135.29,113.81,86.28,0.07,6.5
2021-03-18,378.717,115349100.0,3.0,2.733,2.048,0.684,-16.183,20.004,20.004,23.481,23.481,13.049,13.049,1.17,53.915,53.915,372.495,372.495,337.651,337.651,21.58,133.92,113.1,86.27,0.07,7.071
2021-03-19,378.017,113624500.0,4.0,2.49,2.137,0.353,-56.935,-5.642,-5.642,13.774,13.774,-44.474,-44.474,1.127,52.979,52.979,372.828,372.828,338.05,338.05,20.95,134.75,113.03,86.27,0.07,7.0
2021-03-22,381.035,73778600.0,0.0,2.512,2.212,0.3,-55.742,-22.342,-22.342,1.735,1.735,-70.496,-70.496,1.298,56.486,56.486,373.114,373.114,338.468,338.468,18.88,136.26,113.4,86.26,0.07,6.5
2021-03-23,378.036,90686600.0,1.0,2.262,2.222,0.04,-83.08,-42.588,-42.588,-13.039,-13.039,-101.686,-101.686,1.097,52.311,52.311,373.298,373.298,338.833,338.833,20.3,137.49,113.96,86.27,0.07,6.467
2021-03-24,376.114,97588600.0,2.0,1.886,2.155,-0.268,-100.598,-61.925,-61.925,-29.335,-29.335,-127.105,-127.105,0.991,49.773,49.773,373.494,373.494,339.17,339.17,21.2,138.23,114.11,86.29,0.07,6.923
2021-03-25,378.23,116128600.0,3.0,1.739,2.072,-0.332,-39.872,-54.574,-54.574,-37.748,-37.748,-88.227,-88.227,1.106,52.505,52.505,373.73,373.73,339.529,339.529,19.81,137.14,113.96,86.3,0.07,6.818
2021-03-26,384.325,114409100.0,4.0,2.091,2.075,0.015,2.991,-35.386,-35.386,-36.96,-36.96,-32.236,-32.236,1.461,59.364,59.364,374.068,374.068,339.927,339.927,18.86,136.66,113.58,86.3,0.07,7.5
2021-03-29,384.131,108107600.0,0.0,2.327,2.126,0.201,1.627,-23.048,-23.048,-32.323,-32.323,-4.499,-4.499,1.443,59.072,59.072,374.428,374.428,340.412,340.412,20.74,135.5,113.19,86.28,0.07,6.833
2021-03-30,383.112,76262200.0,1.0,2.404,2.181,0.223,-6.131,-17.409,-17.409,-27.352,-27.352,2.476,2.476,1.351,57.47,57.47,374.821,374.821,340.875,340.875,19.61,136.21,113.09,86.28,0.07,6.308
2021-03-31,384.665,112734200.0,2.0,2.561,2.257,0.304,5.426,-9.798,-9.798,-21.5,-21.5,13.608,13.608,1.456,59.282,59.282,375.189,375.189,341.332,341.332,19.4,135.45,112.93,86.25,0.07,7.154
2021-04-01,388.819,99682900.0,3.0,2.986,2.403,0.583,29.332,3.246,3.246,-13.252,-13.252,36.24,36.24,1.757,63.732,63.732,375.538,375.538,341.781,341.781,17.33,137.51,113.36,86.23,0.07,6.182
2021-04-05,394.4,91684800.0,0.0,3.73,2.668,1.062,45.572,17.355,17.355,-3.05,-3.05,58.163,58.163,2.193,68.683,68.683,375.991,375.991,342.264,342.264,17.91,136.91,113.04,86.21,0.07,7.517
2021-04-06,394.167,62021000.0,1.0,4.252,2.985,1.267,43.989,26.233,26.233,6.711,6.711,65.275,65.275,2.151,68.264,68.264,376.467,376.467,342.746,342.746,18.12,137.84,113.59,86.23,0.07,6.75
2021-04-07,394.623,55836300.0,2.0,4.649,3.318,1.331,45.943,32.803,32.803,15.408,15.408,67.592,67.592,2.192,68.668,68.668,376.922,376.922,343.238,343.238,17.16,136.88,113.52,86.24,0.07,6.909
2021-04-08,396.496,57863100.0,3.0,5.056,3.666,1.391,33.933,33.179,33.179,21.332,21.332,56.874,56.874,2.371,70.334,70.334,377.426,377.426,343.731,343.731,16.95,138.01,113.91,86.27,0.07,5.933
2021-04-09,399.379,61104600.0,4.0,5.548,4.042,1.506,34.829,33.729,33.729,25.465,25.465,50.259,50.259,2.668,72.736,72.736,378.17,378.17,344.231,344.231,16.69,137.51,113.61,86.24,0.07,5.538
