date,close,volume,day,macd,macds,macdh,rsv_9,kdjk_9,kdjk,kdjd_9,kdjd,kdjj_9,kdjj,rs_14,rsi_14,rsi,close_50_sma,ma50,close_200_sma,ma200,vix,TLT,IEF,SHY,interest_rates,benz_rate
2019-06-17,270.885,39205700.0,0.0,0.922,-0.115,1.036,-85.15,-47.797,-47.797,-41.99,-41.99,-59.411,-59.411,1.424,58.746,58.746,268.878,268.878,258.102,258.102,15.35,131.69,109.3,84.55,2.38,6.944
2019-06-18,273.722,85434800.0,1.0,1.279,0.164,1.115,-80.439,-58.678,-58.678,-47.553,-47.553,-80.927,-80.927,1.773,63.944,63.944,268.95,268.95,258.126,258.126,15.15,132.35,109.51,84.56,2.38,7.0
2019-06-19,274.34,78674400.0,2.0,1.594,0.45,1.144,-144.125,-87.16,-87.16,-60.755,-60.755,-139.97,-139.97,1.855,64.98,64.98,269.03,269.03,258.159,258.159,14.33,132.54,109.81,84.74,2.38,6.6
2019-06-20,276.961,116570000.0,3.0,2.032,0.766,1.265,-127.906,-100.742,-100.742,-74.084,-74.084,-154.058,-154.058,2.23,69.04,69.04,269.19,269.19,258.205,258.205,14.75,132.89,109.99,84.78,2.38,8.0
2019-06-21,276.558,83309500.0,4.0,2.319,1.077,1.242,-132.648,-111.377,-111.377,-86.515,-86.515,-161.102,-161.102,2.1,67.741,67.741,269.324,269.324,258.251,258.251,15.4,131.43,109.54,84.74,2.38,7.0
2019-06-24,276.22,47582700.0,0.0,2.491,1.36,1.131,-136.637,-119.797,-119.797,-97.609,-97.609,-164.173,-164.173,1.995,66.606,66.606,269.452,269.452,258.299,258.299,15.26,132.41,109.92,84.79,2.38,7.0
2019-06-25,273.51,82028700.0,1.0,2.381,1.564,0.817,-188.603,-142.732,-142.732,-112.65,-112.65,-202.896,-202.896,1.392,58.201,58.201,269.49,269.49,258.338,258.338,16.28,132.82,110.09,84.81,2.38,5.0
2019-06-26,273.238,51584900.0,2.0,2.246,1.701,0.546,-192.056,-159.173,-159.173,-128.158,-128.158,-221.204,-221.204,1.348,57.415,57.415,269.525,269.525,258.378,258.378,16.21,131.97,109.64,84.71,2.38,7.4
2019-06-27,274.207,40355200.0,3.0,2.192,1.799,0.393,-210.006,-176.118,-176.118,-144.145,-144.145,-240.064,-240.064,1.47,59.506,59.506,269.577,269.577,258.42,258.42,15.82,132.9,109.97,84.78,2.38,5.889
2019-06-28,275.618,59350900.0,4.0,2.238,1.887,0.351,-247.19,-199.808,-199.808,-162.699,-162.699,-274.027,-274.027,1.66,62.401,62.401,269.67,269.67,258.465,258.465,15.08,132.81,110.02,84.78,2.38,6.444
2019-07-01,278.12,78705600.0,0.0,2.447,1.999,0.448,-186.153,-195.257,-195.257,-173.552,-173.552,-238.667,-238.667,2.023,66.918,66.918,269.803,269.803,258.522,258.522,14.06,132.24,109.69,84.57,2.4,6.6
2019-07-02,278.844,61504500.0,1.0,2.641,2.127,0.514,-175.129,-188.548,-188.548,-178.55,-178.55,-208.542,-208.542,2.136,68.112,68.112,269.945,269.945,258.575,258.575,12.93,133.26,110.08,84.62,2.4,4.667
2019-07-03,281.073,40898900.0,2.0,2.941,2.29,0.651,-109.523,-162.206,-162.206,-173.102,-173.102,-140.414,-140.414,2.511,71.52,71.52,270.083,270.083,258.639,258.639,12.57,134.21,110.29,84.64,2.4,7.0
2019-07-05,280.754,51677300.0,4.0,3.117,2.455,0.661,-113.299,-145.904,-145.904,-164.036,-164.036,-109.639,-109.639,2.374,70.358,70.358,270.227,270.227,258.708,258.708,13.28,132.43,109.59,84.47,2.4,6.667
2019-07-08,279.211,45841800.0,0.0,3.096,2.583,0.513,-131.512,-141.107,-141.107,-156.393,-156.393,-110.534,-110.534,1.848,64.884,64.884,270.343,270.343,258.762,258.762,13.96,132.61,109.48,84.43,2.4,6.667
2019-07-09,279.559,41101300.0,1.0,3.072,2.681,0.391,-127.403,-136.539,-136.539,-149.775,-149.775,-110.067,-110.067,1.902,65.536,65.536,270.441,270.441,258.817,258.817,14.09,132.56,109.41,84.4,2.4,5.714
2019-07-10,280.895,58448500.0,2.0,3.125,2.77,0.355,-113.972,-129.016,-129.016,-142.855,-142.855,-101.339,-101.339,2.124,67.99,67.99,270.557,270.557,258.867,258.867,13.03,131.83,109.47,84.55,2.4,6.714
2019-07-11,281.553,50826100.0,3.0,3.183,2.853,0.331,-136.691,-131.574,-131.574,-139.095,-139.095,-116.533,-116.533,2.242,69.157,69.157,270.683,270.683,258.922,258.922,12.93,130.07,108.93,84.51,2.4,7.333
2019-07-12,282.814,40326000.0,4.0,3.293,2.941,0.353,-179.941,-147.697,-147.697,-141.962,-141.962,-159.166,-159.166,2.486,71.311,71.311,270.876,270.876,258.988,258.988,12.39,130.22,109.05,84.52,2.4,4.6
2019-07-15,282.908,33900000.0,0.0,3.35,3.023,0.327,-182.515,-159.303,-159.303,-147.743,-147.743,-182.424,-182.424,2.505,71.471,71.471,271.083,271.083,259.055,259.055,12.68,130.97,109.28,84.54,2.4,6.722
2019-07-16,281.995,36650100.0,1.0,3.283,3.075,0.208,-238.668,-185.758,-185.758,-160.414,-160.414,-236.445,-236.445,2.08,67.533,67.533,271.218,271.218,259.122,259.122,12.86,130.58,109.04,84.51,2.4,6.364
2019-07-17,280.076,36036300.0,2.0,3.04,3.068,-0.028,-272.632,-214.716,-214.716,-178.515,-178.515,-287.119,-287.119,1.502,60.039,60.039,271.337,271.337,259.176,259.176,13.97,131.99,109.55,84.59,2.4,6.2
2019-07-18,281.102,51392600.0,3.0,2.896,3.033,-0.137,-254.484,-227.972,-227.972,-195.001,-195.001,-293.915,-293.915,1.662,62.437,62.437,271.568,271.568,259.235,259.235,13.53,132.0,109.82,84.69,2.4,6.778
2019-07-19,279.54,58678600.0,4.0,2.627,2.952,-0.325,-282.122,-246.022,-246.022,-212.008,-212.008,-314.051,-314.051,1.317,56.842,56.842,271.776,271.776,259.281,259.281,14.45,131.69,109.62,84.6,2.4,7.154
2019-07-22,280.227,43638100.0,0.0,2.44,2.85,-0.409,-371.858,-287.968,-287.968,-237.328,-237.328,-389.247,-389.247,1.415,58.599,58.599,272.013,272.013,259.331,259.331,13.53,131.94,109.67,84.61,2.4,6.625
2019-07-23,282.23,44564500.0,1.0,2.426,2.765,-0.339,-326.627,-300.854,-300.854,-258.503,-258.503,-385.556,-385.556,1.724,63.295,63.295,272.264,272.264,259.391,259.391,12.61,131.22,109.49,84.59,2.4,7.222
2019-07-24,283.557,47213200.0,2.0,2.493,2.711,-0.217,-277.284,-292.997,-292.997,-270.001,-270.001,-338.989,-338.989,1.945,66.041,66.041,272.677,272.677,259.467,259.467,12.07,131.79,109.65,84.61,2.4,5.571
2019-07-25,282.202,55394100.0,3.0,2.409,2.65,-0.241,-305.862,-297.286,-297.286,-279.096,-279.096,-333.665,-333.665,1.565,61.02,61.02,273.015,273.015,259.545,259.545,12.74,131.16,109.46,84.56,2.4,6.714
2019-07-26,284.093,45084100.0,4.0,2.467,2.614,-0.147,-227.975,-274.182,-274.182,-277.458,-277.458,-267.63,-267.63,1.859,65.018,65.018,273.36,273.36,259.632,259.632,12.16,131.47,109.44,84.57,2.4,6.6
2019-07-29,283.576,38126500.0,0.0,2.443,2.579,-0.137,-237.332,-261.899,-261.899,-272.272,-272.272,-241.153,-241.153,1.711,63.11,63.11,273.645,273.645,259.718,259.718,12.83,131.51,109.54,84.57,2.4,7.143
2019-07-30,282.88,45849000.0,1.0,2.34,2.532,-0.191,-249.919,-257.905,-257.905,-267.483,-267.483,-238.75,-238.75,1.534,60.537,60.537,273.951,273.951,259.843,259.843,13.94,131.83,109.59,84.58,2.4,6.143
2019-07-31,279.785,104245200.0,2.0,1.987,2.423,-0.436,-219.279,-245.03,-245.03,-259.999,-259.999,-215.093,-215.093,1.026,50.65,50.65,274.23,274.23,259.981,259.981,16.12,132.89,109.87,84.57,2.4,7.867
2019-08-01,277.348,142646600.0,3.0,1.492,2.237,-0.744,-200.866,-230.309,-230.309,-250.102,-250.102,-190.722,-190.722,0.801,44.49,44.49,274.413,274.413,260.09,260.09,17.87,135.26,110.92,84.66,2.13,7.111
2019-08-02,275.26,116749700.0,4.0,0.922,1.974,-1.052,-138.04,-199.552,-199.552,-233.252,-233.252,-132.153,-132.153,0.667,39.999,39.999,274.571,274.571,260.195,260.195,17.61,136.51,111.15,84.68,2.13,6.857
2019-08-05,266.982,178745400.0,0.0,-0.196,1.54,-1.736,-71.857,-156.987,-156.987,-207.83,-207.83,-55.301,-55.301,0.388,27.954,27.954,274.628,274.628,260.23,260.23,24.59,138.87,112.11,84.85,2.13,5.333
2019-08-06,270.726,120711700.0,1.0,-0.771,1.077,-1.849,-53.603,-122.526,-122.526,-179.396,-179.396,-8.786,-8.786,0.592,37.169,37.169,274.748,274.748,260.285,260.285,20.17,139.98,112.29,84.89,2.13,6.333
2019-08-07,270.886,140572300.0,2.0,-1.2,0.622,-1.822,-52.823,-99.292,-99.292,-152.694,-152.694,7.513,7.513,0.601,37.537,37.537,274.921,274.921,260.359,260.359,19.49,140.03,112.29,84.9,2.13,5.2
2019-08-08,276.201,87713900.0,3.0,-1.099,0.278,-1.377,-27.202,-75.262,-75.262,-126.883,-126.883,27.982,27.982,0.936,48.35,48.35,275.235,275.235,260.46,260.46,16.91,140.33,112.3,84.87,2.13,5.5
2019-08-09,274.319,93730000.0,4.0,-1.157,-0.009,-1.148,-37.991,-62.838,-62.838,-105.535,-105.535,22.556,22.556,0.83,45.357,45.357,275.497,275.497,260.557,260.557,17.97,140.05,112.13,84.82,2.13,6.5
2019-08-12,270.98,65527600.0,0.0,-1.455,-0.298,-1.157,-55.134,-60.27,-60.27,-90.447,-90.447,0.084,0.084,0.682,40.557,40.557,275.763,275.763,260.644,260.644,21.09,142.97,112.84,84.91,2.13,6.25
2019-08-13,275.194,94299800.0,1.0,-1.337,-0.506,-0.831,-34.077,-51.539,-51.539,-77.477,-77.477,0.338,0.338,0.924,48.031,48.031,276.126,276.126,260.791,260.791,17.52,142.48,112.44,84.81,2.13,8.0
2019-08-14,267.057,135622100.0,2.0,-1.877,-0.78,-1.097,-117.962,-73.68,-73.68,-76.212,-76.212,-68.617,-68.617,0.615,38.077,38.077,276.215,276.215,260.875,260.875,22.1,145.69,113.19,84.92,2.13,4.0
2019-08-15,267.763,99556600.0,3.0,-2.223,-1.069,-1.154,-112.286,-86.549,-86.549,-79.657,-79.657,-100.331,-100.331,0.646,39.252,39.252,276.273,276.273,260.985,260.985,21.18,147.31,113.91,85.1,2.13,7.167
2019-08-16,271.714,83018300.0,4.0,-2.154,-1.286,-0.868,-85.271,-86.123,-86.123,-81.812,-81.812,-94.743,-94.743,0.835,45.493,45.493,276.375,276.375,261.121,261.121,18.47,146.13,113.61,85.09,2.13,7.8
2019-08-19,274.987,53571800.0,0.0,-1.814,-1.392,-0.422,-58.239,-76.828,-76.828,-80.151,-80.151,-70.183,-70.183,1.003,50.07,50.07,276.489,276.489,261.255,261.255,16.88,144.04,113.07,85.0,2.13,6.6
2019-08-20,272.88,51596400.0,1.0,-1.695,-1.452,-0.243,-80.867,-78.174,-78.174,-79.492,-79.492,-75.539,-75.539,0.898,47.316,47.316,276.537,276.537,261.366,261.366,17.5,145.53,113.57,85.06,2.13,6.0
2019-08-21,275.1,49524700.0,2.0,-1.405,-1.443,0.038,-61.989,-72.779,-72.779,-77.255,-77.255,-63.829,-63.829,1.017,50.411,50.411,276.63,276.63,261.474,261.474,15.8,144.56,113.27,84.98,2.13,7.25
2019-08-22,275.015,51666400.0,3.0,-1.169,-1.388,0.219,-62.709,-69.423,-69.423,-74.644,-74.644,-58.98,-58.98,1.012,50.289,50.289,276.731,276.731,261.589,261.589,16.68,143.6,113.02,84.94,2.13,7.143
2019-08-23,267.951,149161500.0,4.0,-1.534,-1.417,-0.117,-122.781,-87.209,-87.209,-78.832,-78.832,-103.962,-103.962,0.705,41.347,41.347,276.668,276.668,261.663,261.663,19.87,145.96,113.78,85.08,2.13,6.333
2019-08-26,270.914,72423800.0,0.0,-1.567,-1.447,-0.119,-99.445,-91.287,-91.287,-82.984,-82.984,-107.894,-107.894,0.842,45.708,45.708,276.671,276.671,261.743,261.743,19.32,145.37,113.67,85.04,2.13,5.0
2019-08-27,269.851,66668900.0,1.0,-1.659,-1.489,-0.169,-108.656,-97.077,-97.077,-87.681,-87.681,-115.867,-115.867,0.8,44.431,44.431,276.65,276.65,261.79,261.79,20.31,147.61,114.16,85.07,2.13,6.667
2019-08-28,271.751,59696700.0,2.0,-1.56,-1.504,-0.057,-112.034,-102.062,-102.062,-92.475,-92.475,-121.237,-121.237,0.896,47.266,47.266,276.61,276.61,261.849,261.849,19.35,147.8,114.2,85.09,2.13,5.0
2019-08-29,275.222,57899400.0,3.0,-1.189,-1.441,0.252,-78.849,-94.325,-94.325,-93.092,-93.092,-96.791,-96.791,1.087,52.075,52.075,276.628,276.628,261.938,261.938,17.88,147.24,113.98,85.05,2.13,7.0
2019-08-30,275.1,62901200.0,4.0,-0.894,-1.331,0.437,-77.715,-88.788,-88.788,-91.657,-91.657,-83.05,-83.05,1.079,51.896,51.896,276.591,276.591,262.051,262.051,18.98,147.28,114.01,85.08,2.13,8.0
2019-09-03,273.492,69101400.0,1.0,-0.781,-1.221,0.44,-92.65,-90.075,-90.075,-91.13,-91.13,-87.966,-87.966,0.979,49.479,49.479,276.53,276.53,262.158,262.158,19.66,147.21,114.07,85.0,2.04,6.5
2019-09-04,276.596,46887300.0,2.0,-0.436,-1.064,0.628,-63.827,-81.326,-81.326,-87.862,-87.862,-68.254,-68.254,1.171,53.937,53.937,276.537,276.537,262.289,262.289,17.33,147.43,114.25,85.07,2.04,7.333
2019-09-05,280.151,83258100.0,3.0,0.123,-0.827,0.95,-21.605,-61.419,-61.419,-79.048,-79.048,-26.162,-26.162,1.407,58.459,58.459,276.67,276.67,262.425,262.425,16.27,144.76,113.33,84.88,2.04,6.5
2019-09-06,280.368,49584300.0,4.0,0.577,-0.546,1.123,-35.951,-52.93,-52.93,-70.342,-70.342,-18.106,-18.106,1.423,58.725,58.725,276.813,276.813,262.559,262.559,15.0,145.79,113.4,84.89,2.04,5.333
2019-09-09,280.509,51260300.0,0.0,0.937,-0.249,1.186,-33.888,-46.583,-46.583,-62.422,-62.422,-14.904,-14.904,1.434,58.909,58.909,276.939,276.939,262.714,262.714,15.27,143.2,112.7,84.8,2.04,6.0
2019-09-10,280.443,57947100.0,1.0,1.203,0.041,1.162,-34.359,-42.508,-42.508,-55.784,-55.784,-15.956,-15.956,1.426,58.777,58.777,277.035,277.035,262.893,262.893,15.2,140.69,111.88,84.66,2.04,7.1
2019-09-11,282.437,68821100.0,2.0,1.557,0.344,1.213,-61.722,-48.913,-48.913,-53.494,-53.494,-39.751,-39.751,1.603,61.585,61.585,277.121,277.121,263.077,263.077,14.61,140.44,111.77,84.66,2.04,5.333
2019-09-12,283.416,72908700.0,3.0,1.895,0.655,1.24,-44.384,-47.403,-47.403,-51.463,-51.463,-39.283,-39.283,1.697,62.919,62.919,277.213,277.213,263.275,263.275,14.22,139.52,111.52,84.64,2.04,6.667
2019-09-13,283.228,62104800.0,4.0,2.123,0.948,1.175,-45.811,-46.872,-46.872,-49.933,-49.933,-40.751,-40.751,1.665,62.47,62.47,277.256,277.256,263.451,263.451,13.74,136.54,110.5,84.5,2.04,8.0
2019-09-16,282.353,58191200.0,0.0,2.208,1.2,1.007,-98.101,-63.949,-63.949,-54.605,-54.605,-82.636,-82.636,1.52,60.313,60.313,277.288,277.288,263.62,263.62,14.67,138.28,110.98,84.57,2.04,7.143
2019-09-17,283.068,41475500.0,1.0,2.306,1.421,0.884,-129.224,-85.707,-85.707,-64.972,-64.972,-127.177,-127.177,1.596,61.483,61.483,277.365,277.365,263.763,263.763,14.44,139.03,111.27,84.61,2.04,7.667
2019-09-18,283.237,73375800.0,2.0,2.37,1.611,0.759,-196.194,-122.536,-122.536,-84.16,-84.16,-199.288,-199.288,1.616,61.771,61.771,277.439,277.439,263.91,263.91,13.95,139.62,111.31,84.56,2.04,7.667
2019-09-19,283.218,76560500.0,3.0,2.392,1.767,0.625,-191.469,-145.514,-145.514,-104.611,-104.611,-227.318,-227.318,1.612,61.716,61.716,277.485,277.485,264.049,264.049,14.05,140.04,111.36,84.57,2.04,5.75
2019-09-20,281.88,89565000.0,4.0,2.275,1.869,0.406,-211.561,-167.53,-167.53,-125.584,-125.584,-251.421,-251.421,1.368,57.766,57.766,277.492,277.492,264.164,264.164,15.32,141.89,112.0,84.66,2.04,8.0
2019-09-23,281.814,43476800.0,0.0,2.152,1.925,0.227,-288.36,-207.806,-207.806,-152.992,-152.992,-317.436,-317.436,1.357,57.57,57.57,277.472,277.472,264.321,264.321,14.91,141.86,112.16,84.71,2.04,5.5
2019-09-24,279.603,94869400.0,1.0,1.855,1.911,-0.056,-194.469,-203.361,-203.361,-169.781,-169.781,-270.519,-270.519,1.053,51.299,51.299,277.406,277.406,264.469,264.469,17.05,143.57,112.72,84.8,2.04,7.333
2019-09-25,281.256,71854000.0,2.0,1.733,1.875,-0.143,-157.514,-188.078,-188.078,-175.88,-175.88,-212.474,-212.474,1.233,55.227,55.227,277.391,277.391,264.654,264.654,15.96,141.47,111.98,84.69,2.04,7.154
2019-09-26,280.67,56179700.0,3.0,1.57,1.814,-0.244,-164.573,-180.243,-180.243,-177.335,-177.335,-186.061,-186.061,1.154,53.578,53.578,277.403,277.403,264.834,264.834,16.07,142.38,112.22,84.73,2.04,7.5
2019-09-27,279.158,84746600.0,4.0,1.305,1.712,-0.408,-162.546,-174.344,-174.344,-176.338,-176.338,-170.357,-170.357,0.979,49.474,49.474,277.364,277.364,265.006,265.006,17.22,142.73,112.38,84.78,2.04,6.571
2019-09-30,280.453,51662400.0,0.0,1.185,1.607,-0.422,-148.065,-165.584,-165.584,-172.753,-172.753,-151.247,-151.247,1.119,52.808,52.808,277.382,277.382,265.179,265.179,16.24,143.08,112.47,84.82,2.04,8.2
2019-10-01,277.117,88242400.0,1.0,0.812,1.448,-0.636,-164.931,-165.367,-165.367,-170.291,-170.291,-155.518,-155.518,0.806,44.635,44.635,277.32,277.32,265.335,265.335,18.56,143.26,112.61,84.78,1.83,5.571
2019-10-02,272.222,122539500.0,2.0,0.12,1.182,-1.063,-102.767,-144.5,-144.5,-161.694,-161.694,-110.112,-110.112,0.559,35.864,35.864,277.12,277.12,265.489,265.489,20.56,143.61,113.0,84.87,1.83,5.5
2019-10-03,274.452,85278800.0,3.0,-0.246,0.897,-1.143,-69.027,-119.342,-119.342,-147.577,-147.577,-62.873,-62.873,0.71,41.504,41.504,276.938,276.938,265.678,265.678,19.12,144.92,113.59,85.05,1.83,6.333
2019-10-04,278.166,65091200.0,4.0,-0.234,0.671,-0.904,-44.301,-94.328,-94.328,-129.827,-129.827,-23.33,-23.33,0.979,49.472,49.472,276.857,276.857,265.887,265.887,17.04,145.99,113.81,85.04,1.83,7.333
2019-10-07,276.966,59610500.0,0.0,-0.317,0.473,-0.79,-57.581,-82.079,-82.079,-113.911,-113.911,-18.415,-18.415,0.895,47.233,47.233,276.714,276.714,266.108,266.108,17.86,144.78,113.43,84.95,1.83,7.25
2019-10-08,272.666,95708100.0,1.0,-0.722,0.234,-0.956,-89.105,-84.421,-84.421,-104.081,-104.081,-45.101,-45.101,0.673,40.211,40.211,276.496,276.496,266.326,266.326,20.28,145.17,113.67,85.0,1.83,5.625
2019-10-09,275.255,62359400.0,2.0,-0.824,0.023,-0.846,-70.122,-79.655,-79.655,-95.939,-95.939,-47.086,-47.086,0.834,45.469,45.469,276.344,276.344,266.581,266.581,18.64,144.35,113.38,84.95,1.83,6.083
2019-10-10,277.117,55296300.0,3.0,-0.746,-0.131,-0.615,-56.473,-71.928,-71.928,-87.935,-87.935,-39.912,-39.912,0.959,48.945,48.945,276.29,276.29,266.874,266.874,17.57,142.2,112.67,84.85,1.83,7.333
2019-10-11,279.99,98720400.0,4.0,-0.447,-0.194,-0.253,-34.698,-59.518,-59.518,-78.463,-78.463,-21.628,-21.628,1.166,53.835,53.835,276.343,276.343,267.127,267.127,15.58,140.44,111.9,84.77,1.83,6.667
2019-10-14,279.678,40394800.0,0.0,-0.233,-0.202,-0.031,-36.939,-51.992,-51.992,-69.639,-69.639,-16.697,-16.697,1.139,53.239,53.239,276.431,276.431,267.369,267.369,14.57,141.46,112.21,84.78,1.83,6.5
2019-10-15,282.447,46754500.0,1.0,0.158,-0.13,0.288,-15.947,-39.977,-39.977,-59.752,-59.752,-0.427,-0.427,1.365,57.716,57.716,276.741,276.741,267.627,267.627,13.54,139.75,111.67,84.76,1.83,8.0
